timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769451281.6575372,SENT,6537612c-a1e9-4153-9f2f-a125d400d44b,8c907ebf-8007-4269-9f41-9145e103ff26,c2,DROP,2019,?,p2,
1769451281.6576803,CREATED,78180a99-7971-4b95-ab04-07a904cfd630,da13fd88-ae93-4e69-9b29-d5ae480f0275,c2,DROP,27,?,?,
1769451282.0398982,SENT,c6f25274-1a63-4506-bd38-ee5ac967f81f,9f3a8b9d-4715-4805-94af-22682ed5a34e,c2,c4,3379,?,p2,
1769451282.0400786,CREATED,a314f5e2-f415-4ed1-bce0-2b9acd252705,ba193045-53eb-4c0f-91e1-5187c470e1ef,c2,c4,27,?,?,surb={'id': '69d238e3-ce23-4c89-be1f-fb3bce58ab20', 'route': ['p1', 'e2', 'i9', 'x3', 'p2', 'c2']}
1769451284.1632853,CREATED,591d8185-9b50-4d39-b94c-cec036e3efaf,92288350-519f-4faf-9ebc-f9abe04ca0a8,c2,DROP,27,?,?,
1769451284.5022326,RECEIVED,1e7e211c-7337-4747-b51a-f0d30f6007d0,0a734b19-0107-497d-9a97-0838a9d4ef3b,c4,c2,27,p2,?,surb={'id': '4b8f82b5-c46f-4af8-a58d-3ae48e8d9703', 'route': ['p2', 'e8', 'i1', 'x9', 'p1', 'c4']}
1769451284.6531112,SENT,dcdaa72e-3c25-45e1-8a4f-24c9a07503fc,b9efd587-acd2-45a9-9db2-8851380bfe42,c2,DROP,2031,?,p2,
1769451284.6532435,CREATED,2b205d3f-8d17-4084-afd2-f2e17aae2c29,1042b367-e1f0-4bb6-b2c9-f426966a7a17,c2,DROP,27,?,?,
1769451284.7612567,RECEIVED,2e060efa-48a5-4ddf-a0bd-eb21124cd9a6,1b1ad725-6011-4749-b8cc-44a98bb15a49,c4,c2,27,p2,?,surb={'id': '0b02cb20-b898-47e3-93c0-7ca414558b43', 'route': ['p2', 'e3', 'i2', 'x3', 'p1', 'c4']}
1769451284.8228147,RECEIVED,d835c834-62d4-48ca-b4e6-a2a199967683,a61f652e-c286-4ee2-80a3-5afc6a31d037,c3,c2,27,p2,?,surb={'id': '8db5f8f9-38f1-444c-b2f9-77687008a767', 'route': ['p2', 'e7', 'i6', 'x8', 'p3', 'c3']}
1769451284.873924,RECEIVED,67fa6b54-60d6-43bc-a7c1-387bb36f38ee,e7e98473-64bb-4b99-837e-108a1a077847,c4,c2,25,p2,?,surb={'id': '96062bbe-3a43-47e9-b52c-4671fc48ef4c', 'route': ['p2', 'e11', 'i7', 'x10', 'p1', 'c4']}
1769451284.9297168,SENT,4e830ecf-ebc1-4648-a791-e6f14f75420b,bd50ba9a-cbb4-46dd-b5c1-38b204d77a29,c2,c4,3376,?,p2,
1769451284.9298604,CREATED,48a7c55f-7a54-4c24-82e0-5a5f49f91aae,219d9a7f-258b-43a1-8a57-7eee2dafdd48,c2,c4,27,?,?,surb={'id': '0f770f08-417f-4050-adbe-9dbd4333d5bd', 'route': ['p1', 'e9', 'i4', 'x9', 'p2', 'c2']}
1769451285.0430946,SENT,dd10dfe9-43a9-416a-ab2b-0353ec8b2ad1,5f11cfcf-553b-4854-b230-cb5b8dc29e1f,c2,c4,3404,?,p2,
1769451285.0432556,CREATED,2b5f6e56-9467-4e30-92e9-ca1faf0359a2,8521e675-d8ed-41d1-83a7-29386e179149,c2,c4,27,?,?,surb={'id': 'b75b285a-6f66-4647-b4c0-89811a9de8ee', 'route': ['p1', 'e3', 'i11', 'x12', 'p2', 'c2']}
1769451285.3869417,SENT,d50b7141-a4e4-455a-9fc7-5727c8dd5cb5,b5eb0a3c-424a-44d3-95dd-44eccbe3aa68,c2,DROP,2028,?,p2,
1769451285.3871264,CREATED,693ca65f-ef0c-4453-a891-51a3b7b626d4,8b0335bb-8cbf-4e49-af79-d595962da017,c2,DROP,27,?,?,
1769451286.0904005,RECEIVED,e661b07c-5c50-45ef-af8c-b3186dd8b2d0,f11ba752-24bd-4986-8def-a36a74a0071c,c3,c2,27,p2,?,surb={'id': 'd8e8f628-10fb-47fa-a44f-4dddd7730805', 'route': ['p2', 'e11', 'i11', 'x10', 'p3', 'c3']}
1769451286.6153693,SENT,f6fdb1e4-337f-4f40-9464-a739f85f92fd,1eed5600-07dd-40cb-9e12-925cfcc8ad5f,c2,c4,3400,?,p2,
1769451286.6155174,CREATED,e11431d7-d18a-41eb-b85c-5e05b7a8ec6a,c0b88863-3e2f-47e8-99e2-023f106d56b0,c2,c4,27,?,?,surb={'id': 'f862f4e9-d1d9-4a45-9611-ab9c066c461e', 'route': ['p1', 'e8', 'i12', 'x2', 'p2', 'c2']}
1769451286.6213863,RECEIVED,807182f3-9170-4d12-866a-eded59dc57d6,35fcc267-1467-4983-b21a-e696c4c1886c,c3,c2,27,p2,?,surb={'id': '707af6a2-93f6-4e31-adcc-8883942339e0', 'route': ['p2', 'e2', 'i6', 'x7', 'p3', 'c3']}
1769451286.6345596,RECEIVED,99e9a1b7-81c7-4d05-b348-b1202ed942a3,175c6c66-af8a-4b95-b8a2-791ea73c77c2,c3,c2,26,p2,?,surb={'id': 'ab002a3d-d1ba-428a-a011-032a8c0a5786', 'route': ['p2', 'e4', 'i7', 'x3', 'p3', 'c3']}
1769451286.865417,RECEIVED,ebb5828b-3be2-49c9-99d2-3cb42fc0e7ea,615b97e7-bfd8-4e72-ab5b-7df63c1184df,c3,c2,27,p2,?,surb={'id': '27e3f06b-e020-4082-b0c5-f5f8757ea9fd', 'route': ['p2', 'e12', 'i5', 'x11', 'p3', 'c3']}
1769451286.887957,RECEIVED,f62293ef-f2a8-41f0-90d9-a50709fa2027,722f807f-d3d2-4e6f-a02f-25b74d3805d1,c4,c2,27,p2,?,surb={'id': 'd8738df2-39c8-46e4-a6be-39b1bf42241f', 'route': ['p2', 'e12', 'i7', 'x5', 'p1', 'c4']}
1769451286.9535627,SENT,366994db-c605-41c5-ab7d-edc68ba91500,29460fbf-e023-47af-97e6-207b91229f67,c2,DROP,2020,?,p2,
1769451286.9536963,CREATED,b6175260-37c1-4f47-898e-4b6fbffad13b,4d78d5f8-2113-4a63-88f4-5488342bdcba,c2,DROP,26,?,?,
1769451287.4205034,SENT,8d96b6ca-b6a7-4977-be83-4b070b6818df,fc7920fc-4afe-4727-ac63-dcbd5a53f4c1,c2,c4,3391,?,p2,
1769451287.4206574,CREATED,5a32810e-2254-4c80-9aec-ee457ae6af2e,00755601-b2fb-4cfd-841d-1a90139eb546,c2,c4,26,?,?,surb={'id': '04a5eddb-1ea8-4132-86fe-efa8d1afc62c', 'route': ['p1', 'e5', 'i10', 'x11', 'p2', 'c2']}
1769451287.5739272,SENT,197ae589-50e7-4c48-9bc9-7e31fd089990,f076fa1b-03e4-4373-8867-9886b2810072,c2,c4,3374,?,p2,
1769451287.5741782,CREATED,229a9d86-4a9b-498f-85de-bb5d8d57f564,cec014f8-1a82-49ff-9066-b26df33cfe41,c2,c4,25,?,?,surb={'id': '2fdfabc5-809f-4f9e-85d1-30aeec9ac992', 'route': ['p1', 'e6', 'i6', 'x5', 'p2', 'c2']}
1769451287.6363347,RECEIVED,893fed50-ee1a-4de6-8ebb-b683e3360261,59e631fe-84dc-4667-bea0-a2018503324d,c3,c2,26,p2,?,surb={'id': 'c6ee8878-35e4-4a00-9ec2-40d0903d7df4', 'route': ['p2', 'e1', 'i6', 'x9', 'p3', 'c3']}
1769451287.650121,SENT,7ecb8959-f2b9-426e-9fe4-d3ed1df3d2d0,c710df3b-4875-4396-aeb9-e0b5e9cad1f6,c2,DROP,2018,?,p2,
1769451287.6502523,CREATED,48d58998-dd62-4a24-90ad-6cf454368dce,c6209795-81e1-4738-8de6-38400073a787,c2,DROP,27,?,?,
1769451287.7641277,RECEIVED,77530097-7334-4ea1-a9e4-1d7c28e21289,f4df9643-a9b6-4b6c-bb9b-f27db9ea8925,c3,c2,27,p2,?,surb={'id': 'bee91833-612d-4b4d-b5c0-58a576b7fa96', 'route': ['p2', 'e2', 'i7', 'x8', 'p3', 'c3']}
1769451287.944334,SENT,6f638d41-79a5-4dff-9825-2576efa1a9fa,b0d605e9-9402-409c-936a-ee3ed4927769,c2,c4,3388,?,p2,
1769451287.944493,CREATED,be973b16-daaf-4ba0-81c6-0d53c57991ee,8e357780-93a4-427b-b7b5-89876e7b4280,c2,c4,27,?,?,surb={'id': '6238663a-1c90-44a7-b93f-9906266c368f', 'route': ['p1', 'e6', 'i9', 'x5', 'p2', 'c2']}
1769451288.0217865,RECEIVED,d8987607-a4d4-4b17-b4a8-4fc21898cd94,fbfb8498-b1eb-43d8-9101-f0e0602a4cfd,c3,c2,27,p2,?,surb={'id': '537af697-4443-4dda-9e69-642a3dcbd617', 'route': ['p2', 'e1', 'i8', 'x7', 'p3', 'c3']}
1769451288.159939,RECEIVED,fae72b90-ca85-4832-bc06-f419e9fe1230,a9776eb8-60f8-42cb-ab9f-b218f8cd6fba,c4,c2,27,p2,?,surb={'id': 'ef1a2806-a6bb-4bec-b86e-167f1871cd5a', 'route': ['p2', 'e9', 'i4', 'x11', 'p1', 'c4']}
1769451288.1937623,RECEIVED,8cb3c288-8197-4194-94b2-8f0b90e975f3,4d30c27f-1c48-49cd-8c9b-559c2eb6e9a0,c3,c2,27,p2,?,surb={'id': 'd518adc7-4034-47be-885a-dc6b15c068dc', 'route': ['p2', 'e4', 'i4', 'x6', 'p3', 'c3']}
1769451288.56463,RECEIVED,8a8ba912-64d7-42df-92c4-1fa40aa8c1ae,bbf6f467-52b5-4cf7-92a7-ad369d8d1a84,c3,c2,26,p2,?,surb={'id': '798a796a-e4ba-4ce4-8b34-207849cd92ad', 'route': ['p2', 'e9', 'i1', 'x10', 'p3', 'c3']}
1769451288.927086,RECEIVED,12295971-6238-42ef-8daf-c51e5d7b8285,dd19d61c-f33e-41d0-b8de-3e43f4ddd410,c3,c2,27,p2,?,surb={'id': '945b552e-931b-4cd7-8a9e-4ef248671a8f', 'route': ['p2', 'e10', 'i9', 'x4', 'p3', 'c3']}
1769451289.053749,RECEIVED,ddb0ee47-3a34-4376-b113-c234b64cdbf0,5d35bd9f-1216-49e9-a5ea-f43ab5e1c720,c4,c2,27,p2,?,surb={'id': '4eeb5cba-786a-4559-b131-16c4f6b4ed44', 'route': ['p2', 'e4', 'i7', 'x9', 'p1', 'c4']}
1769451289.08329,RECEIVED,c530ab18-9007-4f32-a33c-3be94c1ea1a0,09591374-fdf7-448d-91f0-1b7acb470e69,c4,c2,27,p2,?,surb={'id': '88eafd64-db8f-403e-935a-401436b928b3', 'route': ['p2', 'e2', 'i9', 'x5', 'p1', 'c4']}
1769451289.1032841,RECEIVED,ea9c4c34-172d-4b34-ab91-40060cb4d5fc,c0f31507-c9db-404a-9632-a0b9035c8e96,c3,c2,27,p2,?,surb={'id': '8450af45-1596-4bc6-bc8f-4b778b84d4d1', 'route': ['p2', 'e7', 'i10', 'x3', 'p3', 'c3']}
1769451289.1165264,RECEIVED,83993a3a-5719-4816-9892-879b4f388d94,081a6784-6cfa-4b19-a19b-c7b5fc0ec859,c4,c2,27,p2,?,surb={'id': 'c44d50a8-1cba-4ba0-8d7a-009a37029585', 'route': ['p2', 'e8', 'i1', 'x1', 'p1', 'c4']}
1769451289.242535,RECEIVED,336b621e-40d6-4d5e-af43-ec66f19c5fd3,94d9077e-2b76-4539-8072-2a36a6029f9c,c4,c2,26,p2,?,surb={'id': '81a94a66-8306-48a8-b618-bf772e3072c9', 'route': ['p2', 'e12', 'i8', 'x4', 'p1', 'c4']}
1769451289.3274395,SENT,6caa8849-aa99-441e-ab5e-c0b78403450f,12acd417-adb3-42ee-8994-7310d070a425,c2,c4,3380,?,p2,
1769451289.3275878,CREATED,f8df6585-8225-4eb6-bb45-d4dd8d1d45ac,1e2f1d67-479a-456d-b7bd-ae09b27df47d,c2,c4,27,?,?,surb={'id': 'a589f15e-de46-49ef-9011-8203118259a4', 'route': ['p1', 'e2', 'i1', 'x11', 'p2', 'c2']}
1769451289.3727436,RECEIVED,ab45bc96-fba0-46b9-9f5c-3be185c4392e,93477312-da5d-4602-a580-216d9c2c5724,c4,c2,27,p2,?,surb={'id': 'bc4a5d05-b026-4491-868b-b1be621b3167', 'route': ['p2', 'e9', 'i8', 'x1', 'p1', 'c4']}
1769451289.3838155,SENT,21b23e6f-2983-4027-a8c9-022ed9d46c36,cf1552ce-d4bb-4104-9fb3-54489f9ee525,c2,c4,3359,?,p2,
1769451289.3846714,CREATED,c683268c-6815-4a7e-b2c6-96068622fd46,e4c6f39c-5457-4125-a577-f812e35645a0,c2,c4,26,?,?,surb={'id': '5d7687e5-accb-4a29-a5f2-f42471bcc909', 'route': ['p1', 'e7', 'i5', 'x11', 'p2', 'c2']}
1769451289.736662,RECEIVED,7a0b539a-4924-49c5-aba0-7229657d3c8d,f042a6d0-23af-4cf9-acd4-26f99f1d425b,c3,c2,27,p2,?,surb={'id': '54e2e087-61f5-44a1-a36d-dd4d443ecb74', 'route': ['p2', 'e3', 'i12', 'x4', 'p3', 'c3']}
1769451289.9953177,RECEIVED,07b2dd4b-2a28-40e6-9b74-13a1a1777d23,a01e4eb0-742d-4b9d-b993-64cdba06a034,c3,c2,27,p2,?,surb={'id': '157cef95-cb18-4a50-8bed-5d801f6be196', 'route': ['p2', 'e12', 'i3', 'x10', 'p3', 'c3']}
1769451290.0626328,RECEIVED,5e5d9132-5ab7-4226-8505-308725e23dba,361c5d71-cfbc-47b5-b0d8-c037b252284a,c4,c2,27,p2,?,surb={'id': '21e2c2b1-45e5-4124-a011-b8b6f80b8f46', 'route': ['p2', 'e1', 'i9', 'x2', 'p1', 'c4']}
1769451290.4245417,RECEIVED,8cd26420-e186-4e51-aa77-9bc62c5a7b30,abedde2b-6b27-44d3-8e26-aacdae4baceb,c3,c2,27,p2,?,surb={'id': '54f44714-415a-4cc5-a6e9-0527f15f0613', 'route': ['p2', 'e3', 'i11', 'x7', 'p3', 'c3']}
1769451290.4387896,RECEIVED,4e0cc4e7-3f4b-40e9-8ec5-748a6931f4cf,d255a617-db53-4922-8f32-3c5fd673a10b,c3,c2,27,p2,?,surb={'id': '353939e2-3796-4e9e-8afd-0b5facc7bd59', 'route': ['p2', 'e1', 'i7', 'x11', 'p3', 'c3']}
1769451290.4530985,RECEIVED,81461e6f-5a43-4a93-bffe-1b5ac3871269,4b36515b-e71c-49e9-8d2d-d6e3cd45172c,c4,c2,27,p2,?,surb={'id': '83d277dc-6f40-40f5-a67e-515ab0d76421', 'route': ['p2', 'e3', 'i3', 'x11', 'p1', 'c4']}
1769451290.497343,RECEIVED,b6a3c176-0ade-4724-b508-e1d4d25ca32c,3d6bdcec-f03e-478c-b1f5-70b6009e7856,c4,c2,27,p2,?,surb={'id': 'cb3f79a8-5395-4388-a77e-3d6f0adeb13b', 'route': ['p2', 'e5', 'i5', 'x12', 'p1', 'c4']}
1769451290.8601594,RECEIVED,1f674129-5cca-4da7-b092-34a66594d5e6,ded78f4e-e354-47c0-9967-8c6d78020dd1,c3,c2,27,p2,?,surb={'id': '6a1f2c5a-c66b-4288-ba6a-186aa270577b', 'route': ['p2', 'e2', 'i5', 'x7', 'p3', 'c3']}
1769451290.8696115,RECEIVED,6563973c-53bd-438c-8fc4-5ff78b2168bc,dfcef4d1-1eaa-41fd-b1af-ec400b395ab2,c4,c2,27,p2,?,surb={'id': '84f4d2ff-94bd-453e-9928-7588edc6d146', 'route': ['p2', 'e5', 'i3', 'x2', 'p1', 'c4']}
1769451290.9085727,RECEIVED,b3ee1233-3c7e-4f41-bb99-d734bc081e53,8291da9d-cf05-47b2-9bd8-6c625c19277b,c3,c2,27,p2,?,surb={'id': '8d93c496-7e48-4fb2-a7c7-81430cf52a48', 'route': ['p2', 'e7', 'i7', 'x11', 'p3', 'c3']}
1769451290.951723,SENT,26d5eee5-934c-4285-97ee-46d91e3784ed,8a3eb2b7-a88a-4143-94d1-083c536a6c90,c2,c4,3376,?,p2,
1769451290.9518685,CREATED,6c4aa6cf-e877-4656-96c5-a98650cefadc,1a753821-d2de-45a0-be90-c2bb40677f45,c2,c4,26,?,?,surb={'id': '96e3a3cc-a632-4c7f-9aba-8c91519b7413', 'route': ['p1', 'e12', 'i5', 'x6', 'p2', 'c2']}
1769451291.0126042,RECEIVED,444ecc79-0c47-42d2-8cb6-112047a94a39,3c54d586-1af1-4168-a3a6-19d8bb5bf228,c3,c2,27,p2,?,surb={'id': 'f202a68e-9c63-4e4c-857b-77570e3a0212', 'route': ['p2', 'e4', 'i7', 'x3', 'p3', 'c3']}
1769451291.1374626,RECEIVED,e0fa9d42-000e-4b92-a52b-3cd3ca0b40bb,ff7c0204-9ec9-45b5-b4d6-aa7157129dc9,c3,c2,26,p2,?,surb={'id': '84d78bec-ef92-42cd-a9e4-0097a3a80264', 'route': ['p2', 'e9', 'i12', 'x4', 'p3', 'c3']}
1769451291.2024126,RECEIVED,0c75580c-dcef-4253-88df-a3c901ca279c,ea618e56-db57-4594-bd40-f28e02541f1f,c3,c2,26,p2,?,surb={'id': '68c833c1-d8e9-444d-b2a3-e2cd75c0264b', 'route': ['p2', 'e4', 'i6', 'x6', 'p3', 'c3']}
1769451291.2968667,SENT,38c3789f-8bc7-47d3-a390-a69aba2a151f,db77075e-8e63-4cf0-8a71-2eef312b90a5,c2,c4,3376,?,p2,
1769451291.2970235,CREATED,414fd2e9-072e-4b14-96a7-a3820c3bcd04,bef2f6f8-dc50-4580-aa62-cb99cbca4d69,c2,c4,27,?,?,surb={'id': 'a986c126-b62c-4157-afd8-5ceccc6488a0', 'route': ['p1', 'e5', 'i4', 'x1', 'p2', 'c2']}
1769451291.536889,RECEIVED,974598e5-ef53-4a43-aac9-2fcbabc5e200,2211752d-5914-4c0d-b6ce-bab5adb12d24,c3,c2,27,p2,?,surb={'id': '04f11da8-d3e6-4da7-b02e-75c1301f472f', 'route': ['p2', 'e8', 'i8', 'x3', 'p3', 'c3']}
1769451291.5433133,SENT,1a9f22d0-c611-49a7-ac4d-2d606b669313,bb419b3a-f3ca-4d29-bc69-90428e103a95,c2,c4,3366,?,p2,
1769451291.5434597,CREATED,6303a496-4511-4583-8ab3-b435a1aed2df,815b4262-5adc-4517-9c26-b703b4741033,c2,c4,26,?,?,surb={'id': 'ece4f9e5-a7a0-458f-bf2a-599461d04371', 'route': ['p1', 'e5', 'i1', 'x8', 'p2', 'c2']}
1769451291.732001,SENT,3c86aed6-6020-4a9c-b655-8ea300952c44,34f980c3-a639-4726-aaed-ceba380e5e3e,c2,c4,3378,?,p2,
1769451291.732113,CREATED,377c80a5-3f09-403a-a3c5-5e12da3edeca,e0d96e26-349f-43db-a89c-96228109088e,c2,c4,27,?,?,surb={'id': 'c531e3ab-45bd-4d7e-91a8-df7d5ec2d2dc', 'route': ['p1', 'e5', 'i9', 'x11', 'p2', 'c2']}
1769451291.7952826,RECEIVED,b718a867-b35f-453e-b98c-f36c5ab14f15,ace7cc2e-040a-4924-b9cd-b8ee0b8e2022,c4,c2,27,p2,?,surb={'id': '18fcf8a8-3694-4a7c-b1e6-f0b5febbc948', 'route': ['p2', 'e3', 'i11', 'x7', 'p1', 'c4']}
1769451291.859189,SENT,5facff5e-46a5-4444-9cb9-e88d171cb8d1,1a489815-d49c-4c23-938d-dd6f7f7b266b,c2,c4,3378,?,p2,
1769451291.8593419,CREATED,73a94207-f056-4418-b23a-8271d0e788ed,ddd988fe-8f7d-4521-9b08-1aeb4310c99e,c2,c4,27,?,?,surb={'id': '723ea342-8a41-45cc-be40-fb6067c1b2f9', 'route': ['p1', 'e7', 'i1', 'x8', 'p2', 'c2']}
1769451291.954105,RECEIVED,a6768f96-1e66-495e-bdf5-44f97c4abbf4,48187e00-5d4a-4986-8030-d77c54806a7d,c4,c2,27,p2,?,surb={'id': '12c7a81c-4ba9-4ed2-b6b2-d2a54d2765d8', 'route': ['p2', 'e4', 'i5', 'x11', 'p1', 'c4']}
1769451292.2245677,RECEIVED,10543964-abe6-4c3e-8cb7-11936e18cc15,631b1497-a7ba-4c40-9452-1e957c1411ea,c4,c2,27,p2,?,surb={'id': '35ef8072-48f6-498e-b3da-a22f5b1c5f92', 'route': ['p2', 'e11', 'i6', 'x10', 'p1', 'c4']}
1769451292.2998433,RECEIVED,62e12c33-2c82-4d7b-a48d-2395564bcbe8,dfe47683-f35d-4a7b-b71e-0a5ec3fd1017,c3,c2,27,p2,?,surb={'id': '6209c0bf-6a59-46a4-8052-40f395a1473b', 'route': ['p2', 'e12', 'i9', 'x11', 'p3', 'c3']}
1769451292.7412992,RECEIVED,9d6430e5-e1bc-4352-ae1d-71449fec243d,baf17664-56a2-4289-bad3-ecd9eaccc76d,c4,c2,27,p2,?,surb={'id': 'f97cc448-7c23-481e-8aaf-bc7769ac91c5', 'route': ['p2', 'e12', 'i5', 'x7', 'p1', 'c4']}
1769451292.8999157,RECEIVED,b44601a3-ad2c-41cf-9d96-00db53dc7f7f,4798bdcb-ea1a-445a-9843-b52a3095a143,c4,c2,27,p2,?,surb={'id': 'b6099f19-191c-4f69-a11c-a0eeed985654', 'route': ['p2', 'e7', 'i9', 'x2', 'p1', 'c4']}
1769451293.0906413,SENT,ee1286da-10af-4cb9-b81c-3f62ad295899,3c250139-b868-4d49-a753-6c1251ad1a0f,c2,c4,3400,?,p2,
1769451293.0907881,CREATED,c4b24630-5b46-4c61-92a4-fa0687e9d388,648d832f-50a3-4dac-bd67-899f3285a3d1,c2,c4,27,?,?,surb={'id': '4b9efa99-7f83-4a40-a55d-0f5da03a51fa', 'route': ['p1', 'e12', 'i1', 'x11', 'p2', 'c2']}
1769451293.5007756,RECEIVED,3ce98729-8f34-4112-aedf-0f0b886c8eca,d57aa462-d43d-4833-b28c-4cb2d8b7ddc6,c3,c2,27,p2,?,surb={'id': '63ed0d9c-2aa9-4e51-a4d4-178f49646f4b', 'route': ['p2', 'e6', 'i7', 'x8', 'p3', 'c3']}
1769451293.5477786,RECEIVED,935f4394-b854-4c3b-9587-9ac2d60e6ad8,ac6f3ace-0549-42e0-9685-3419e19f11a2,c3,c2,27,p2,?,surb={'id': 'fcfd37dd-dd04-4320-819d-ec8b3ec8f849', 'route': ['p2', 'e8', 'i5', 'x4', 'p3', 'c3']}
1769451293.591283,SENT,c294514f-b8f8-47d1-b273-5c12213e828b,40caebd6-a4d5-4246-b09f-c685d210d824,c2,c4,3406,?,p2,
1769451293.5914366,CREATED,286552cf-3b87-4184-93b1-f76a8f5081c6,22a0c16c-31ca-432e-a424-fa6913a37db9,c2,c4,27,?,?,surb={'id': '1814c6a4-0f0d-470e-b0fb-eff916107010', 'route': ['p1', 'e10', 'i2', 'x5', 'p2', 'c2']}
1769451293.8114505,SENT,ec986769-c3ae-4c11-9a07-9f3b5da88bd7,06b5da1d-1740-4d62-b334-0486e0079792,c2,c4,3392,?,p2,
1769451293.8116026,CREATED,52015517-fa26-409d-a79b-3a912a27b5d4,6da11509-fbea-4916-8954-ea2a3d5ad4c3,c2,c4,26,?,?,surb={'id': '15e2feab-282c-4379-a501-5b2532c0d0b7', 'route': ['p1', 'e11', 'i10', 'x8', 'p2', 'c2']}
1769451293.9525332,SENT,292ebb77-9edb-40f2-a04e-18e0b1590d03,431af53e-b88c-4478-aefb-9ffee6d629a5,c2,c4,3393,?,p2,
1769451293.9526677,CREATED,c0d0faf6-5129-4bb3-a5e0-babf4e1077e0,63afd64a-cec4-47f4-8246-393a1b322fdc,c2,c4,27,?,?,surb={'id': '4f871785-5e10-4e7c-bc37-1c433894e7d9', 'route': ['p1', 'e5', 'i8', 'x7', 'p2', 'c2']}
1769451293.9718797,RECEIVED,de042a95-95ae-4f19-9a1e-16f65815fe08,9cdf138a-b3a0-4942-be0b-3e035033679a,c3,c2,27,p2,?,surb={'id': 'ff81fbc0-c055-4be8-8bf9-6e4f66190d3b', 'route': ['p2', 'e1', 'i10', 'x7', 'p3', 'c3']}
1769451294.0227814,SENT,e1df8feb-b164-4f7e-a81f-2492367d5f09,693eeae6-8271-41ea-8b2c-dba8f837e254,c2,c4,3391,?,p2,
1769451294.0230165,CREATED,db6a4ae6-9d17-4d43-9830-86c0dcf1d288,30baa704-c4db-470d-b550-e563806b011a,c2,c4,27,?,?,surb={'id': '45bdb93a-5c3e-4c09-845f-ae196e69452a', 'route': ['p1', 'e9', 'i11', 'x2', 'p2', 'c2']}
1769451294.3817039,RECEIVED,a60d4c23-afd1-4f1d-b983-1c03efa92891,0e8799ac-da6b-4095-9fa1-91b650b2a8e6,c3,c2,27,p2,?,surb={'id': 'e237ece2-5904-424b-a37f-066412a438e0', 'route': ['p2', 'e12', 'i3', 'x8', 'p3', 'c3']}
