DEBUG RUN.PY: Loaded Config Features: {'retransmission': True, 'path_reestablishment': True, 'backup_mixes': False, 'parallel_paths': False, 'anonymous_return_addresses': True, 'layered_encryption': True, 'mock_encryption': True, 'dummy_traffic': False}
DEBUG: Creating log file at logs/Testrun_20260130_000248_04_path_reestablishment_short/c5.log
DEBUG: Reliability Thread STARTING
DEBUG: Tracking packet c61a77ee-2b26-45dc-9eb5-76c519825b01
DEBUG: Tracking packet 713dc2c0-a821-4cf4-953c-2eca4941782b
DEBUG: Tracking packet 573b175b-d169-4f2e-8f62-e16b9261eb59
DEBUG: Tracking packet 95226413-6e9b-46be-9a08-4aa7bc6466ab
DEBUG: Tracking packet a174175f-abea-4a82-9fc4-739f411a7874
DEBUG: Tracking packet 679dbe6b-d58f-4ad9-ae7d-fdac634a13fe
DEBUG: Tracking packet c6cec9b5-4f37-4aff-ac1b-4e8244caf90f
DEBUG: Tracking packet 7dbcb77b-fe96-4c3c-a949-40c183ff4243
DEBUG: Tracking packet d1e20dc4-d2cf-49a5-ae70-e9e94d47d8ee
DEBUG: Tracking packet 048e2933-141d-4328-b8b6-e856e429925b
DEBUG: Tracking packet 76733d50-3de7-46cc-b24e-525e1037f9d2
DEBUG: Tracking packet 1771c5a5-047f-4a94-a5a8-e1e7a6ab8868
DEBUG: Tracking packet 6ffe9fbb-18b2-49e7-98ae-6e944bb694b3
DEBUG: Tracking packet 153c7c9b-c183-44b6-982a-56479dff3c54
DEBUG: Tracking packet b67b3229-0baa-466c-8c2c-15eab2490d3f
DEBUG: Tracking packet cc962de9-6063-4ce7-9b66-a42fb2558df6
DEBUG: Tracking packet 5880c842-8036-4f98-9b80-25fc9726d80b
DEBUG: Tracking packet 286f8b3b-bc7d-4975-96ef-93d449f25dea
DEBUG: Tracking packet eebb9098-7139-48a9-bafe-87af1da29543
DEBUG: Tracking packet b19ad147-9406-414f-944a-42090fbbf358
DEBUG: Tracking packet 623eba0c-3ced-43f3-a9ff-7069f504dbb3
DEBUG: Tracking packet 8049efb5-c115-4db7-bb8e-cbb7827db461
DEBUG: Tracking packet bd2b1204-93d8-4363-88c5-d9af93b54ca3
DEBUG: Tracking packet 18016b3c-68a8-4c8b-98e8-96e5b587ae52
DEBUG: Tracking packet ca9f7814-b002-44a0-9bbf-1a57ac590094
DEBUG: Tracking packet 40ad9042-4540-4609-b87d-eb8a68efe18d
DEBUG: Tracking packet 9ba136de-7430-4c31-a5b1-6b1e9a931c92
DEBUG: Tracking packet afb636f8-a417-4144-a221-93036f931d8a
DEBUG: Tracking packet 5cfe67fc-5b9d-4fde-af25-27e7d279c802
DEBUG: Tracking packet 4e254123-7052-4c98-9973-bfa6fbf14d63
DEBUG: Tracking packet d9fa64b9-f35b-454d-95c5-475c47cdcd49
DEBUG: Tracking packet 2c0e38d0-39ca-4980-9532-53406dc0b41d
DEBUG: Tracking packet 27a5d828-e3fd-4bfb-a6e0-20c5c11f2a6a
DEBUG: Tracking packet bf1c91aa-6dd7-4323-acc0-cf0976cc759b
DEBUG: Tracking packet 7cb716ca-2fd1-4bfc-9dca-6edf25e4b83c
DEBUG: Tracking packet 00934227-6089-4c45-a770-01672726c4dd
DEBUG: Tracking packet 1a6f122b-3682-4653-af07-1833ebfd83c0
DEBUG: Tracking packet 295816a6-5485-4e93-9216-3620c14fdc8d
DEBUG: Tracking packet a7c03467-bc66-4108-b7e9-18c0307ef875
DEBUG: Tracking packet 7c53dc8b-eb80-4379-9d71-956fbb5a8ca2
DEBUG: Tracking packet 8b1e09a2-8805-4503-b42d-cff775d4b088
DEBUG: Tracking packet 0837866b-7d5f-45a7-91a7-3b26ad87212f
DEBUG: Tracking packet e4a2473e-30b8-4436-a728-34cc8e45d363
DEBUG: Tracking packet 3c85ba51-64dd-4e32-bfa4-3025925d0362
DEBUG: Tracking packet c311e134-975c-4776-9f85-c578c9910584
DEBUG: Tracking packet 9506faf6-2df7-49fe-b4a2-f743014b87e0
DEBUG: Tracking packet e5a0a9c2-930e-4e44-83cd-a9729132d7a5
DEBUG: Tracking packet 409f47ec-5ee1-4783-972d-7f686e448f5b
DEBUG: Tracking packet 1751f680-fcd4-4e34-860e-c46ff6d099f3
DEBUG: Tracking packet 0b5e4db7-d9f0-4112-a69c-e0d6499d0e3f
DEBUG: Tracking packet 55319d16-f33d-4d24-a4c4-a8fdd9cd21b8
DEBUG: Tracking packet c3086960-c104-4806-a61c-8da6fb4fc4e2
DEBUG: Tracking packet 71ed2201-03f6-4112-b533-7dec5c078c1f
DEBUG: Tracking packet 6fcebab9-4857-4dd1-aba4-8e5d213323b1
DEBUG: Tracking packet e68f8184-e213-4cff-a0c5-b8b90be3fdf7
DEBUG: Tracking packet 940b37bb-109a-4e57-a995-e25c64a61bf6
DEBUG: Tracking packet 0ec9dc6f-3992-44bf-a591-4890c93eff76
DEBUG: Tracking packet fdf42127-79a0-4dd9-9a5e-29d46df7a1ea
DEBUG: Tracking packet c7dfa368-bac5-461f-9e25-a937dbdbe316
DEBUG: Tracking packet 2ecbc83e-e077-4a15-b45a-2e812a335cc6
DEBUG: Tracking packet 043c8be1-bfba-40dc-9d1b-3980a466b2fd
DEBUG: Tracking packet aba40b0b-b8f1-452c-b606-1dbfac7ac4e2
DEBUG: Tracking packet f3bc492b-933e-44b3-a3cc-ad6a315f651b
DEBUG: Tracking packet 05f83854-d083-49fd-92ff-e0673cae9fd9
DEBUG: Tracking packet e319bcdb-b411-4488-bc04-8d8fa6fbdf9b
DEBUG: Tracking packet 7aeab680-be80-49e3-9467-537ca35a09ac
DEBUG: Tracking packet 294179b6-4309-45e2-a2df-13f8946ee675
DEBUG: Tracking packet b139d576-93d4-4dd5-adf5-c7539dcf7b50
DEBUG: Tracking packet d532c744-489e-4114-9467-dfc8b8447ede
DEBUG: Tracking packet 616943b8-3602-42ac-b7ff-da8533c42597
DEBUG: Tracking packet 327cf123-ab86-426b-94d8-b26d53ad9863
DEBUG: Tracking packet 7e0a5083-a57e-4221-b4e1-34cc2293bb14
DEBUG: Tracking packet 455038c0-041b-441e-8bab-4a62b179b59d
DEBUG: Tracking packet 7d7e076e-eaa2-4748-874a-46c5b2abf72b
DEBUG: Tracking packet f8ef26fa-73eb-4052-98b1-006dca35fea2
DEBUG: Tracking packet 1415e2c9-f240-4e81-86f4-3f9ff880b54e
DEBUG: Tracking packet 169e9178-8568-485a-9d3a-feb8284cfad9
DEBUG: Tracking packet 0c000c24-5445-47a3-bd0f-a21fe57746ad
DEBUG: Tracking packet 22e8ef06-5c69-4c08-bb2c-2b84ba5eca41
DEBUG: Tracking packet f83429d7-797d-4782-b78f-50991a05f415
DEBUG: Tracking packet bae88fd2-e728-4c80-bc5c-5090484669d0
DEBUG: Tracking packet 5b216193-0364-46fe-83a8-b894e4dc6adf
DEBUG: Tracking packet 19f967d5-a527-4b76-9829-633c630a98ad
DEBUG: Tracking packet aa234cec-643e-4c49-bca4-88110f2c41d8
DEBUG: Tracking packet 70cd7547-8d4a-47bc-80bf-05567194a992
DEBUG: Tracking packet 414095d8-103e-4681-a3ce-7c96da1ea6b2
DEBUG: Tracking packet abd22070-7458-4e01-ae05-4cb24cf2068f
DEBUG: Tracking packet 22a7367d-13e2-4c39-96b2-2fe4e6bfe3e5
DEBUG: Tracking packet 7d753d60-3113-4896-b72e-e897c9667574
DEBUG: Tracking packet cff223f6-fabb-4467-bd18-17182eeddc83
DEBUG: Tracking packet 31824f15-689b-47ce-b695-6b3467da303f
DEBUG: Tracking packet aee9e6b3-5b86-4902-adca-1feda0654cf1
DEBUG: Tracking packet 161ea01b-b9d9-419b-b729-12e1a47deeff
DEBUG: Tracking packet e5d00f10-dace-49a4-a20b-49d105406581
DEBUG: Tracking packet cc1ad129-7f5e-4e6a-ae7a-067b5965d0a3
DEBUG: Tracking packet 0194c0c0-36c9-4da9-a278-48ed9319ebff
DEBUG: Tracking packet 34159966-72ef-417a-8b91-5d35b442fe14
DEBUG: Tracking packet c9aa3c3a-1e47-4a1c-9a7b-edc56fa9fd81
DEBUG: Tracking packet 8545b43e-6457-4868-864a-a494a52eab23
DEBUG: Tracking packet 63eed735-2db1-4748-b22b-8cb4064053fa
DEBUG: Tracking packet a49e4ea6-3140-465d-b368-1dcac2047de3
DEBUG: Tracking packet 749b493a-d331-4d62-9888-8e4345c8a4d5
DEBUG: Tracking packet 3e621366-37c8-46aa-a92f-96c3ba301ddc
DEBUG: Tracking packet 259d95a4-0ceb-465d-bd5d-06e2d56d3805
DEBUG: Tracking packet 24e9c944-6f62-430f-8e98-3eb4e65dc8f0
DEBUG: Tracking packet 4eb34af4-a7bd-4122-8dce-0d6eb4d9f667
DEBUG: Tracking packet d50a7509-2ea1-46a6-976d-dd74c192b646
DEBUG: Tracking packet 72738b40-becd-43e1-aab6-b1ab36f7306f
DEBUG: Tracking packet ed6150ed-36ee-4f66-b46a-6efeba6db3f4
DEBUG: Tracking packet 1a833e8f-fcfc-4c53-aa27-505533dd3c9f
DEBUG: Tracking packet 97218007-82c0-4d14-bd85-97db2809dacf
DEBUG: Tracking packet a450746c-4514-410c-bcb4-cabf631feb0e
DEBUG: Tracking packet 0b7f9a69-d3c6-4d5c-b866-12ca999c0dfc
DEBUG: Tracking packet c4a82b56-dd5b-4db2-8bce-14375771361b
DEBUG: Tracking packet 9ffd17a1-2825-4e0b-86c2-b881a0e9f91a
DEBUG: Tracking packet 180233df-70ca-483c-a606-fa8f41f911ac
DEBUG: Tracking packet aae3b312-33c7-4fbb-a966-50d331d38ebd
DEBUG: Tracking packet 09d4fe9b-0675-4276-88be-e8975db00e8c
DEBUG: Tracking packet 4cdb58c1-c067-47b1-9844-b1fcf8881f3e
DEBUG: Tracking packet ecf780b7-d29c-4dbc-85dc-a6b3fea21a32
DEBUG: Tracking packet 79f34fc9-e876-4916-916d-ac0a94bc5c7a
DEBUG: Tracking packet c6c023cb-aee6-4e39-9db4-da346c8aff5c
DEBUG: Tracking packet 6ee8757e-2812-4456-bf49-2567bc5be873
DEBUG: Tracking packet 9e66f6cb-7006-4d8c-b9a0-ce2ac1dd980f
DEBUG: Tracking packet 5e19b3d9-12dd-4b66-8f89-1d5bb607604e
DEBUG: Tracking packet aef0ecf0-d764-48f5-aa2d-914c2e43c976
DEBUG: Tracking packet b57d2ac3-2821-4b1b-8c18-4b39ea30d3b7
DEBUG: Tracking packet 36edf739-aed1-4b63-85a8-a66f08e504f1
DEBUG: Tracking packet 28f3261e-8532-47f5-8941-2316b89b6fe3
DEBUG: Tracking packet 170bc03c-7548-4821-bff7-bc6b4eac0ec8
DEBUG: Tracking packet 36543ffa-3603-4c2a-8920-bf76a66a5c35
